prod,row_idx_i,col_idx_j
6766,2,238
8903,2,243
7203,2,246
2393,2,2
1004,2,8
2616,2,19
5628,2,26
5222,2,58
2175,2,59
4756,2,135
3624,2,166
2361,2,169
3123,2,231
4428,2,234
13250,2,2
1627,2,18
2286,2,30
5862,2,49
8727,2,60
4086,2,84
6202,2,89
13659,2,109
2246,2,115
6506,2,154
8671,2,173
11009,2,186
6252,2,234
4696,2,240
2461,3,3
3921,3,4
2048,3,12
2364,3,14
5155,3,33
2265,3,46
1374,3,65
2822,3,81
3000,3,84
2234,3,102
4092,3,121
3215,3,135
1646,3,136
4471,3,168
5138,3,175
3496,3,192
7602,3,3
2405,3,28
10411,3,41
8758,3,53
3606,3,74
10337,3,86
9006,3,116
4972,3,136
9161,3,137
6757,3,142
7234,3,144
8878,3,159
1068,3,185
4718,3,199
7589,3,215
2474,3,243
5550,3,244
15568,3,3
3837,3,37
5964,3,40
5232,3,49
9045,3,104
8651,3,116
4636,3,133
11015,3,135
6384,3,169
5795,3,178
13822,3,188
8449,3,211
11073,3,3
3160,3,21
4053,3,50
7384,3,93
6802,3,98
1991,3,103
11201,3,117
6321,3,138
1982,3,154
10843,3,236
5610,3,237
1149,3,248
6889,3,249
815,3,3
3037,3,20
3476,3,33
690,3,85
350,3,141
2769,3,146
475,3,192
3155,3,213
12712,3,3
7558,3,8
13129,3,58
10284,3,59
8872,3,72
7628,3,75
4501,3,100
8727,3,133
6239,3,139
4248,3,154
1978,3,184
14770,3,206
11226,3,236
381,3,3
1741,3,22
2328,3,64
1609,3,104
1530,3,107
583,3,115
1795,3,119
968,3,150
14104,3,3
1558,3,6
2727,3,21
3092,3,27
11865,3,82
6389,3,139
12193,3,149
6972,3,170
11033,3,178
7583,3,179
7401,3,180
9198,3,198
7926,3,205
5551,3,214
7833,3,241
815,3,3
2257,3,4
3923,3,35
2964,3,56
531,3,142
557,3,149
2238,3,161
1351,3,169
2614,3,246
3921,4,3
6248,4,4
3264,4,12
3767,4,14
8214,4,33
3610,4,46
2190,4,65
4497,4,81
4780,4,84
3560,4,102
6521,4,121
5123,4,135
2623,4,136
7124,4,168
8187,4,175
5571,4,192
232,4,4
964,4,15
1697,4,16
673,4,21
1291,4,27
1358,4,33
545,4,48
1254,4,57
591,4,100
2092,4,113
395,4,136
1344,4,147
844,4,173
1944,4,199
1101,4,204
267,4,238
16634,4,4
2823,4,8
7883,4,24
1849,4,40
3913,4,44
7050,4,50
6050,4,63
9264,4,76
6291,4,110
11381,4,118
6466,4,155
9081,4,160
3766,4,165
8516,4,220
3055,4,223
3530,4,224
8827,4,229
5170,4,230
1507,4,4
1571,4,16
4346,4,18
1447,4,72
2879,4,97
2312,4,132
508,4,144
3470,4,181
2342,4,184
4479,4,211
2579,4,214
995,4,237
791,4,242
2284,4,247
3233,4,4
4023,4,85
5597,4,101
3411,4,108
4219,4,158
4912,4,163
5571,4,189
4734,4,197
7393,4,4
8810,4,14
4463,4,38
7358,4,57
8978,4,77
2147,4,82
2206,4,137
5668,4,155
4648,4,169
9306,4,189
3601,4,217
9408,4,226
5419,4,227
4937,4,235
8125,4,4
6766,4,24
2478,4,44
7690,4,52
5015,4,62
7205,4,65
7681,4,90
7888,4,95
5867,4,116
2096,4,122
5120,4,202
2579,4,203
5839,4,214
3254,4,221
9401,4,228
1715,4,233
6432,4,234
5685,4,235
6868,4,247
5608,4,4
3893,4,8
5966,4,19
1401,4,47
6778,4,68
3165,4,71
1006,4,86
3180,4,105
9075,4,122
1499,4,138
952,4,158
3109,4,169
5099,4,200
3991,4,214
8110,4,221
7877,4,4
10175,4,25
2895,4,46
1646,4,62
8956,4,81
8488,4,89
8795,4,102
4678,4,123
8030,4,125
6345,4,155
694,4,4
396,4,8
1198,4,41
2646,4,53
1628,4,82
1967,4,104
692,4,110
1195,4,126
1219,4,127
1319,4,138
1191,4,183
1730,4,4
3284,4,18
4454,4,29
2222,4,56
2746,4,90
2133,4,123
1597,4,184
3463,4,207
4055,4,244
2257,4,3
6248,4,4
10857,4,35
8205,4,56
1470,4,142
1542,4,149
6195,4,161
3739,4,169
7235,4,246
3120,5,5
2028,5,35
3550,5,87
6475,5,120
4638,5,210
4476,5,228
1034,5,236
5341,5,238
2980,5,243
9705,5,5
2798,5,83
5416,5,137
6618,5,140
3238,5,158
3068,5,176
3050,5,178
1989,5,186
1975,5,201
6701,5,207
3493,5,215
6935,5,5
2245,5,49
4801,5,61
3461,5,65
5753,5,145
2459,5,167
7744,5,192
2509,5,206
3838,5,5
3410,5,17
2578,5,34
3721,5,47
921,5,60
3961,5,65
2625,5,87
8788,5,174
1398,5,211
2962,5,238
6680,5,245
1056,5,5
1837,5,21
1291,5,55
3164,5,69
3393,5,80
2958,5,105
2776,5,117
390,5,144
2838,5,145
1898,5,166
699,5,237
748,5,245
4358,5,5
9944,5,13
4656,5,42
5168,5,46
4641,5,66
5070,5,85
2166,5,101
6849,5,156
2555,5,205
5648,5,5
3674,5,36
6712,5,73
1429,5,102
6931,5,105
7611,5,119
4660,5,167
8516,5,177
7001,5,195
2037,5,203
9129,5,205
4974,5,227
6234,5,247
9906,5,5
7598,5,38
12789,5,61
2695,5,109
11688,5,114
7501,5,154
1594,5,164
12436,5,175
8469,5,227
6270,5,230
6969,5,241
6601,5,5
1667,5,8
5668,5,33
3126,5,67
6787,5,77
3816,5,100
2777,5,130
7096,5,145
5849,5,163
9664,5,179
5554,5,189
7701,5,220
4202,5,244
4985,5,246
5054,5,5
4340,5,47
2321,5,57
4831,5,105
5513,5,118
8913,5,123
2185,5,171
8857,5,176
1441,5,197
3926,5,213
3935,5,237
9309,5,5
9469,5,29
1587,5,34
2637,5,37
7659,5,46
7878,5,66
8432,5,83
3679,5,129
5653,5,130
6162,5,145
4711,5,179
4339,5,184
6729,5,210
4427,6,1
7849,6,6
2884,6,27
7306,6,71
9410,6,78
6258,6,79
7952,6,94
6077,6,113
9545,6,114
6622,6,141
6003,6,149
7163,6,163
8570,6,183
3795,6,188
11867,6,227
7966,6,232
4495,6,241
10126,6,6
7691,6,25
8285,6,45
10174,6,64
4890,6,73
9074,6,81
8012,6,91
2470,6,99
5142,6,112
7736,6,120
4599,6,121
8243,6,136
2145,6,211
9907,6,6
2750,6,10
14020,6,17
10677,6,48
3833,6,50
10992,6,51
5611,6,107
4799,6,131
5460,6,146
9204,6,159
6778,6,164
2774,6,172
4284,6,173
2568,6,178
7104,6,187
8523,6,228
478,6,6
448,6,19
974,6,33
1938,6,47
2075,6,65
763,6,99
1530,6,158
891,6,172
1163,6,176
657,6,179
2412,6,217
1046,6,219
1603,6,230
2036,6,243
822,6,247
234,6,6
1897,6,23
638,6,27
883,6,74
267,6,76
1718,6,78
723,6,91
548,6,101
193,6,128
1869,6,130
1535,6,171
1107,6,175
1310,6,180
404,6,192
1547,6,194
495,6,219
947,6,233
4666,6,0
11025,6,6
5084,6,13
2445,6,26
3653,6,46
8958,6,52
1317,6,59
11405,6,68
6947,6,111
5892,6,173
3258,6,185
6203,6,188
12783,6,201
2669,6,214
12044,6,224
2932,6,225
2498,6,233
9796,6,237
7496,6,240
9907,6,6
8277,6,11
8389,6,13
7272,6,16
5367,6,49
5653,6,69
12562,6,84
4792,6,100
5723,6,160
6113,6,184
2516,6,195
14799,6,208
1558,6,3
172,6,6
301,6,21
341,6,27
1311,6,82
706,6,139
1347,6,149
770,6,170
1219,6,178
838,6,179
818,6,180
1016,6,198
876,6,205
613,6,214
865,6,241
5054,6,6
1737,6,10
9234,6,30
1414,6,41
5218,6,42
4130,6,47
4473,6,52
2748,6,72
5764,6,77
3495,6,83
797,6,85
6883,6,198
4719,6,246
872,6,6
2392,6,41
2352,6,44
2792,6,98
2326,6,125
2088,6,127
2925,6,145
1585,6,150
2433,6,180
642,6,194
3072,6,212
9907,6,6
5443,6,24
9345,6,69
3270,6,117
11702,6,161
9305,6,181
7543,6,197
7106,6,198
7608,6,242
4228,7,7
1072,7,18
5656,7,31
6637,7,146
6298,7,151
1980,7,162
11215,7,190
6510,7,220
5785,7,226
3733,7,237
1473,7,240
5728,7,7
2332,7,10
3695,7,55
4180,7,85
2199,7,135
8177,7,165
7231,7,246
8210,7,7
3248,7,40
3701,7,75
6576,7,80
4956,7,97
2270,7,134
5812,7,151
8833,7,153
3307,7,165
6361,7,187
7715,7,206
8017,7,7
2599,7,30
9704,7,56
8384,7,67
8150,7,105
5158,7,127
1452,7,148
4157,7,155
1729,7,169
5867,7,187
6911,7,195
2436,7,201
2771,7,219
955,7,7
2112,7,9
2739,7,20
703,7,41
3857,7,80
4940,7,170
1676,7,203
977,7,218
1600,7,235
2456,7,243
491,7,244
2101,7,7
1951,7,23
3143,7,43
3937,7,46
2744,7,54
885,7,72
2887,7,167
2238,7,179
1127,7,214
4003,7,220
547,7,244
4472,7,246
3757,7,247
7828,7,7
3756,7,26
9142,7,62
9029,7,71
4333,7,74
3322,7,160
4715,7,162
5881,7,172
6262,7,180
3814,7,183
4451,7,187
5140,7,189
9140,7,234
6531,7,237
7252,7,238
6517,7,240
10691,7,7
9081,7,43
8488,7,67
6352,7,69
6932,7,82
6901,7,205
9029,7,234
6466,7,237
9863,7,241
5255,7,0
2404,7,7
5431,7,18
2664,7,42
1062,7,64
1902,7,70
1354,7,85
4606,7,100
4869,7,109
961,7,133
1677,7,136
3198,7,140
4534,7,159
3792,7,201
2840,7,204
4239,7,206
5211,7,210
1659,7,215
2819,7,234
1313,7,7
5250,7,21
848,7,29
3196,7,44
1968,7,62
1720,7,85
3616,7,147
1164,7,163
2323,7,175
1340,7,180
5192,7,188
1061,7,195
2292,7,203
2039,7,216
2781,7,230
1900,7,248
3594,7,1
9828,7,7
1505,7,72
12308,7,106
8533,7,115
1694,7,123
2581,7,130
2134,7,131
2494,7,151
4928,7,156
7627,7,166
1158,7,186
7830,7,197
3983,7,214
4789,7,229
4228,7,7
663,7,15
3626,7,24
4399,7,72
3503,7,117
2223,7,123
2065,7,137
4619,7,185
6167,7,193
2183,7,236
5662,8,8
4572,8,14
879,8,39
3832,8,49
2055,8,83
5325,8,85
6913,8,92
5106,8,119
2694,8,130
7724,8,136
5753,8,142
4076,8,154
7301,8,178
9432,8,194
5128,8,234
2526,8,236
6515,8,8
9014,8,9
5097,8,35
5489,8,39
4598,8,62
4473,8,65
5649,8,76
2244,8,87
2392,8,112
6498,8,133
3427,8,135
2425,8,168
7629,8,181
6209,8,204
8596,8,212
1890,8,238
5290,8,248
6091,8,1
7667,8,8
1749,8,12
8843,8,15
6787,8,28
6525,8,34
8824,8,38
3588,8,42
12430,8,56
6333,8,131
5988,8,166
3098,8,172
6222,8,207
10870,8,211
2441,8,214
5108,8,246
11682,8,8
9694,8,55
13315,8,62
3593,8,91
7042,8,93
7140,8,102
12010,8,123
10053,8,126
6581,8,133
12148,8,137
5801,8,178
12140,8,222
11147,8,231
9186,8,240
5061,8,8
7581,8,12
5261,8,36
2461,8,61
2318,8,78
1268,8,80
2424,8,93
5569,8,94
3423,8,124
6051,8,132
5472,8,140
2171,8,167
1257,8,173
3616,8,196
7667,8,8
6087,8,18
3093,8,21
3239,8,31
2195,8,36
3384,8,60
1420,8,69
6856,8,119
8486,8,129
6382,8,180
1490,8,209
7828,8,222
8031,8,238
2823,8,4
479,8,8
1338,8,24
313,8,40
664,8,44
1196,8,50
1027,8,63
1572,8,76
1067,8,110
1931,8,118
1097,8,155
1541,8,160
639,8,165
1445,8,220
518,8,223
599,8,224
1498,8,229
877,8,230
1004,8,2
421,8,8
1097,8,19
2361,8,26
2190,8,58
912,8,59
1995,8,135
1520,8,166
990,8,169
1310,8,231
1857,8,234
2163,8,8
5391,8,12
1546,8,24
4206,8,99
4019,8,109
2632,8,116
2264,8,140
3099,8,162
2879,8,216
5031,8,249
7558,8,3
4494,8,8
7806,8,58
6115,8,59
5275,8,72
4535,8,75
2676,8,100
5189,8,133
3710,8,139
2526,8,154
1176,8,184
8782,8,206
6675,8,236
2702,8,8
3778,8,14
683,8,28
4574,8,31
5865,8,33
4414,8,74
5007,8,110
3691,8,119
2563,8,128
4405,8,142
2424,8,162
1355,8,240
3893,8,4
2702,8,8
4141,8,19
972,8,47
4705,8,68
2197,8,71
699,8,86
2208,8,105
6300,8,122
1041,8,138
661,8,158
2158,8,169
3540,8,200
2771,8,214
5630,8,221
7667,8,8
1459,8,9
8646,8,20
8226,8,70
8251,8,80
3846,8,104
2636,8,113
6259,8,173
9708,8,174
8093,8,187
7581,8,191
4561,8,245
1667,8,5
421,8,8
1431,8,33
789,8,67
1714,8,77
963,8,100
701,8,130
1792,8,145
1477,8,163
2441,8,179
1402,8,189
1945,8,220
1061,8,244
1259,8,246
396,8,4
226,8,8
684,8,41
1511,8,53
929,8,82
1124,8,104
395,8,110
682,8,126
696,8,127
753,8,138
680,8,183
5378,9,9
1877,9,47
9267,9,60
3954,9,136
3356,9,140
4505,9,141
2642,9,144
5736,9,153
4951,9,154
1618,9,176
6406,9,203
4804,9,206
3632,9,212
5124,9,230
9014,9,8
12472,9,9
7052,9,35
7594,9,39
6361,9,62
6189,9,65
7816,9,76
3105,9,87
3309,9,112
8990,9,133
4742,9,135
3355,9,168
10555,9,181
8590,9,204
11893,9,212
2615,9,238
7318,9,248
3211,9,9
3733,9,10
2730,9,27
3476,9,29
7707,9,30
3364,9,72
1297,9,89
3063,9,102
3361,9,104
5328,9,112
1038,9,127
6052,9,138
5451,9,156
4131,9,172
3543,9,184
11380,9,9
7157,9,20
2832,9,44
3890,9,97
9347,9,111
9812,9,112
1893,9,119
8939,9,127
8266,9,131
12980,9,143
3274,9,194
4658,9,220
1803,9,244
2112,9,7
4670,9,9
6056,9,20
1554,9,41
8528,9,80
10921,9,170
3705,9,203
2160,9,218
3538,9,235
5430,9,243
1087,9,244
22007,9,9
11614,9,46
11527,9,63
5667,9,80
15448,9,81
10513,9,91
7754,9,97
17922,9,101
3742,9,103
8614,9,136
8224,9,149
6262,9,194
3348,9,211
2296,9,219
11745,9,229
1459,9,8
277,9,9
1645,9,20
1565,9,70
1570,9,80
732,9,104
501,9,113
1191,9,173
1848,9,174
1540,9,187
1443,9,191
868,9,245
4375,9,1
6137,9,9
2303,9,44
1851,9,47
1010,9,76
3358,9,92
7087,9,125
3250,9,144
9497,9,145
4205,9,150
6887,9,172
6020,9,197
6461,9,233
705,10,10
2205,10,43
772,10,96
740,10,178
1489,10,205
2480,10,223
2263,10,234
1150,10,239
1536,10,241
928,10,248
3733,10,9
4340,10,10
3174,10,27
4041,10,29
8960,10,30
3911,10,72
1508,10,89
3561,10,102
3907,10,104
6194,10,112
1207,10,127
7035,10,138
6337,10,156
4803,10,172
4119,10,184
6351,10,10
6961,10,25
813,10,70
6791,10,83
7493,10,112
2993,10,160
1437,10,226
8351,10,10
7288,10,47
7512,10,57
4116,10,62
6625,10,70
1104,10,85
7835,10,91
4030,10,93
7998,10,97
4265,10,103
8125,10,112
6945,10,126
1731,10,131
9337,10,133
8019,10,150
6533,10,155
5034,10,179
5098,10,192
8182,10,194
10241,10,209
7073,10,239
2332,10,7
949,10,10
1504,10,55
1702,10,85
895,10,135
3329,10,165
2944,10,246
4201,10,10
776,10,74
1589,10,121
3511,10,154
6457,10,200
6601,10,210
7842,10,249
9350,10,10
3235,10,29
9077,10,32
4516,10,42
10425,10,84
6633,10,96
6244,10,131
6894,10,142
3567,10,154
8190,10,172
7061,10,173
5074,10,191
9130,10,207
3370,10,237
2750,10,6
763,10,10
3891,10,17
2963,10,48
1064,10,50
3051,10,51
1557,10,107
1332,10,131
1515,10,146
2555,10,159
1881,10,164
770,10,172
1189,10,173
712,10,178
1971,10,187
2365,10,228
7047,10,10
7716,10,12
7458,10,70
3576,10,83
5729,10,91
8329,10,121
9937,10,139
9420,10,153
1403,10,155
9047,10,161
8910,10,172
3484,10,173
5548,10,215
3942,10,229
5853,10,10
6131,10,28
6019,10,33
3800,10,53
5671,10,61
6759,10,181
2186,10,10
2071,10,20
2991,10,31
4586,10,41
2244,10,90
1366,10,94
4596,10,123
4634,10,150
3234,10,151
3617,10,152
5141,10,153
2002,10,162
3485,10,226
4363,10,228
4602,10,241
1803,10,247
4494,10,248
9766,10,10
2835,10,13
6928,10,23
7334,10,27
4937,10,55
10600,10,87
5205,10,98
10341,10,99
10795,10,143
6301,10,162
8778,10,169
7177,10,179
6329,10,197
3059,10,212
1472,10,222
2917,10,229
3628,10,235
6361,10,246
1737,10,6
597,10,10
3174,10,30
486,10,41
1793,10,42
1419,10,47
1537,10,52
944,10,72
1981,10,77
1201,10,83
274,10,85
2366,10,198
1622,10,246
1604,10,1
5069,10,10
6438,10,11
7763,10,28
7780,10,53
4978,10,83
7201,10,133
2625,10,135
7654,10,137
11084,10,208
1250,10,228
2554,10,237
1479,11,11
4354,11,12
2939,11,16
1692,11,31
3965,11,54
536,11,81
2356,11,85
2961,11,91
3272,11,102
3002,11,124
4319,11,126
2061,11,172
1547,11,176
2381,11,207
2167,11,229
566,11,231
6240,11,11
1687,11,16
7484,11,30
2290,11,31
6503,11,114
5608,11,122
2872,11,124
4615,11,140
1987,11,151
6804,11,164
2333,11,188
5339,11,193
8178,11,11
6691,11,31
3249,11,69
1197,11,87
7661,11,92
5475,11,107
6137,11,119
1613,11,121
3737,11,131
2426,11,133
4384,11,146
11388,11,191
3044,11,226
8608,11,240
4288,11,11
4938,11,18
1061,11,42
4471,11,44
1234,11,54
2168,11,62
6272,11,74
5368,11,85
1410,11,106
2801,11,118
7241,11,132
2706,11,142
1698,11,156
3679,11,158
4073,11,160
933,11,166
3088,11,184
2532,11,201
5271,11,212
5700,11,215
3766,11,234
5916,11,11
1133,11,77
4113,11,80
8190,11,82
1526,11,85
2631,11,106
7869,11,107
2915,11,121
6075,11,132
6975,11,153
5193,11,154
7667,11,163
4652,11,237
8721,11,242
2386,11,11
3188,11,12
1684,11,22
6176,11,37
5028,11,45
3718,11,46
4548,11,55
850,11,74
944,11,76
3387,11,227
211,11,11
1507,11,17
1790,11,50
633,11,74
695,11,151
1108,11,154
1107,11,191
714,11,197
1216,11,204
2187,11,11
5980,11,60
3533,11,92
3188,11,93
3552,11,127
1932,11,129
2138,11,159
4251,11,171
4367,11,223
7089,11,11
8295,11,28
3880,11,60
9014,11,88
5629,11,97
4834,11,119
5238,11,136
4216,11,164
3239,11,166
7090,11,212
2711,11,238
211,11,11
1612,11,14
376,11,17
1158,11,41
281,11,81
942,11,91
848,11,106
1276,11,109
834,11,120
3631,11,0
10589,11,11
3171,11,39
5452,11,62
1614,11,78
8416,11,140
1638,11,147
12019,11,152
10481,11,172
6983,11,187
4597,11,207
12022,11,218
8277,11,6
6915,11,11
7009,11,13
6075,11,16
4483,11,49
4723,11,69
10495,11,84
4003,11,100
4782,11,160
5107,11,184
2102,11,195
12364,11,208
182,11,11
306,11,12
558,11,36
904,11,39
626,11,53
704,11,66
430,11,80
1430,11,88
924,11,108
1142,11,134
1446,11,196
1221,11,207
161,11,244
1479,11,11
1998,11,12
2022,11,23
2729,11,25
2425,11,28
2402,11,29
735,11,40
2622,11,85
1445,11,107
2708,11,118
523,11,126
671,11,127
5308,11,152
3782,11,233
807,11,239
873,11,243
2038,11,1
6438,11,10
8178,11,11
9860,11,28
9883,11,53
6323,11,83
9146,11,133
3335,11,135
9722,11,137
14079,11,208
1588,11,228
3245,11,237
4354,12,11
12821,12,12
8655,12,16
4981,12,31
11675,12,54
1580,12,81
6937,12,85
8718,12,91
9633,12,102
8838,12,124
12716,12,126
6070,12,172
4555,12,176
7012,12,207
6382,12,229
1668,12,231
2048,12,3
3264,12,4
1705,12,12
1968,12,14
4291,12,33
1886,12,46
1144,12,65
2349,12,81
2497,12,84
1860,12,102
3406,12,121
2676,12,135
1370,12,136
3722,12,168
4277,12,175
2910,12,192
1390,12,1
1749,12,8
399,12,12
2018,12,15
1548,12,28
1489,12,34
2013,12,38
819,12,42
2836,12,56
1445,12,131
1366,12,166
707,12,172
1420,12,207
2480,12,211
557,12,214
1165,12,246
7581,12,8
11357,12,12
7881,12,36
3686,12,61
3473,12,78
1899,12,80
3632,12,93
8342,12,94
5128,12,124
9065,12,132
8197,12,140
3252,12,167
1884,12,173
5418,12,196
1932,12,12
1083,12,44
2415,12,56
4965,12,88
4642,12,90
3040,12,93
1835,12,94
1157,12,98
1331,12,119
2144,12,126
2970,12,141
3821,12,158
2641,12,168
2043,12,180
1246,12,193
1686,12,194
5751,12,216
2783,12,219
3188,12,11
4260,12,12
2251,12,22
8252,12,37
6718,12,45
4968,12,46
6077,12,55
1136,12,74
1262,12,76
4525,12,227
7966,12,12
8472,12,67
6720,12,88
4981,12,96
9764,12,97
1564,12,140
7210,12,144
5621,12,161
7757,12,166
5725,12,230
7114,12,249
7716,12,10
8448,12,12
8166,12,70
3916,12,83
6272,12,91
9119,12,121
10880,12,139
10315,12,153
1536,12,155
9906,12,161
9756,12,172
3815,12,173
6074,12,215
4317,12,229
5391,12,8
13431,12,12
3852,12,24
10481,12,99
10015,12,109
6559,12,116
5642,12,140
7721,12,162
7173,12,216
12536,12,249
306,12,11
512,12,12
936,12,36
1516,12,39
1049,12,53
1181,12,66
720,12,80
2397,12,88
1548,12,108
1914,12,134
2423,12,196
2046,12,207
270,12,244
