user_id,movie_id,rating
15,1278,31.0
15,1476,16.0
15,1712,41.0
15,1848,15.0
15,1852,96.0
16,35,60.0
16,72,40.0
16,515,50.0
16,684,28.0
16,832,85.0
16,1166,60.0
16,1175,70.0
16,1213,74.0
16,1293,12.0
16,1296,37.0
16,1620,51.0
16,1807,49.0
16,1902,33.0
16,1974,58.0
17,262,95.0
17,391,67.0
17,619,72.0
17,625,22.0
17,794,18.0
17,888,52.0
17,925,57.0
17,1080,47.0
17,1171,31.0
17,1463,28.0
17,1587,92.0
17,1591,51.0
17,1777,22.0
17,1869,53.0
17,1980,16.0
17,1982,23.0
18,7,37.0
18,137,35.0
18,147,88.0
18,316,81.0
18,359,90.0
18,410,50.0
18,425,54.0
18,441,42.0
18,451,79.0
18,615,30.0
18,761,12.0
18,854,39.0
18,879,78.0
18,945,21.0
18,1012,48.0
18,1017,44.0
18,1085,85.0
18,1247,74.0
18,1254,25.0
18,1284,56.0
18,1343,65.0
18,1418,60.0
18,1490,86.0
18,1493,59.0
18,1561,54.0
18,1713,63.0
18,1868,87.0
18,1968,45.0
19,351,33.0
19,570,83.0
19,765,33.0
19,891,15.0
19,946,96.0
19,1004,57.0
19,1033,12.0
19,1154,79.0
19,1595,79.0
19,1627,80.0
19,1746,79.0
19,1841,27.0
20,63,84.0
20,64,26.0
20,82,76.0
20,95,58.0
20,365,88.0
20,703,31.0
20,727,70.0
20,804,98.0
20,930,50.0
20,942,98.0
20,991,51.0
20,1048,20.0
20,1201,83.0
20,1251,91.0
20,1257,88.0
20,1810,83.0
20,1867,94.0
21,271,38.0
21,437,55.0
21,465,30.0
21,487,40.0
21,499,85.0
21,519,33.0
21,590,43.0
21,839,94.0
21,876,61.0
21,895,46.0
21,1098,92.0
21,1235,73.0
21,1383,93.0
21,1391,47.0
21,1521,41.0
21,1688,74.0
21,1860,56.0
21,1922,46.0
21,1965,19.0
21,1978,58.0
22,41,13.0
22,150,60.0
22,160,24.0
22,343,93.0
22,369,36.0
22,442,48.0
22,623,24.0
22,656,21.0
22,705,78.0
22,792,52.0
22,867,26.0
22,998,40.0
22,1037,88.0
22,1127,96.0
22,1144,88.0
22,1183,82.0
22,1255,54.0
22,1492,12.0
22,1525,62.0
22,1539,14.0
22,1556,45.0
22,1585,27.0
22,1642,32.0
22,1674,24.0
22,1783,85.0
22,1848,68.0
22,1898,53.0
22,1928,60.0
22,1936,89.0
23,19,39.0
23,29,39.0
23,119,62.0
23,166,84.0
23,186,23.0
23,241,28.0
23,248,33.0
23,252,56.0
23,419,39.0
23,466,71.0
23,673,13.0
23,679,97.0
23,733,58.0
23,849,49.0
23,933,16.0
23,974,97.0
23,1007,33.0
23,1047,55.0
23,1070,34.0
23,1127,58.0
23,1217,48.0
23,1531,14.0
23,1554,69.0
23,1648,90.0
23,1843,70.0
23,1847,88.0
23,1858,10.0
23,1941,97.0
24,68,76.0
24,143,67.0
24,261,53.0
24,347,95.0
24,349,76.0
24,453,83.0
24,465,12.0
24,483,94.0
24,884,51.0
24,1146,71.0
24,1162,60.0
24,1167,19.0
24,1313,18.0
24,1403,13.0
24,1425,23.0
24,1440,55.0
24,1533,93.0
24,1750,12.0
24,1880,60.0
25,491,35.0
25,617,56.0
25,678,18.0
25,814,78.0
25,826,59.0
25,850,28.0
25,878,60.0
25,946,98.0
25,977,80.0
25,1016,82.0
25,1297,23.0
25,1507,52.0
25,1822,88.0
25,1946,59.0
26,40,46.0
26,67,54.0
26,94,95.0
26,128,53.0
26,221,31.0
26,226,16.0
26,520,31.0
26,556,96.0
26,607,13.0
26,620,31.0
26,638,95.0
26,811,28.0
26,867,31.0
26,1056,74.0
26,1101,49.0
26,1499,41.0
26,1550,46.0
26,1733,94.0
26,1735,49.0
26,1780,22.0
26,1910,50.0
27,2,86.0
27,12,17.0
27,225,95.0
27,285,39.0
27,549,42.0
27,658,23.0
27,697,30.0
27,798,21.0
27,818,65.0
27,869,33.0
27,935,87.0
27,1009,89.0
27,1109,17.0
27,1123,27.0
27,1206,73.0
27,1262,41.0
27,1588,23.0
27,1692,50.0
27,1806,90.0
27,1891,22.0
27,1936,36.0
28,165,53.0
28,240,88.0
28,251,58.0
28,366,10.0
28,393,75.0
28,425,40.0
28,617,54.0
28,632,38.0
28,649,12.0
28,687,68.0
28,959,75.0
28,1124,80.0
28,1125,76.0
28,1126,96.0
28,1275,27.0
28,1578,74.0
28,1626,95.0
28,1675,80.0
28,1727,11.0
28,1975,86.0
29,180,30.0
29,199,48.0
29,396,61.0
29,507,35.0
29,582,44.0
29,699,87.0
29,764,32.0
29,1256,61.0
29,1343,69.0
29,1560,45.0
29,1658,76.0
29,1934,98.0
29,1964,50.0
30,13,69.0
30,196,79.0
30,313,77.0
30,438,85.0
30,470,84.0
30,519,19.0
30,527,12.0
30,544,14.0
30,624,20.0
30,741,58.0
30,861,95.0
30,887,97.0
30,929,58.0
30,1122,53.0
30,1129,72.0
30,1516,46.0
30,1546,68.0
30,1665,80.0
30,1770,13.0
30,1788,80.0
30,1796,25.0
30,1826,37.0
30,1995,56.0
31,101,32.0
31,129,41.0
31,206,44.0
31,278,58.0
31,307,66.0
31,386,47.0
31,393,71.0
31,453,25.0
31,531,14.0
31,653,41.0
31,688,13.0
31,700,65.0
31,723,35.0
31,834,36.0
31,1008,20.0
31,1041,75.0
31,1284,11.0
31,1541,23.0
31,1677,67.0
31,1848,40.0
31,1911,93.0
31,1920,51.0
31,1927,51.0
32,0,26.0
32,107,66.0
32,169,20.0
32,533,29.0
32,596,35.0
32,822,45.0
32,899,39.0
32,1059,77.0
32,1134,30.0
32,1385,81.0
32,1438,64.0
32,1507,35.0
32,1555,12.0
32,1719,31.0
32,1741,36.0
33,196,55.0
33,359,42.0
33,584,46.0
33,604,32.0
33,674,40.0
33,771,47.0
33,886,25.0
33,1061,31.0
33,1199,94.0
33,1236,86.0
33,1258,75.0
33,1314,76.0
33,1436,23.0
33,1456,28.0
33,1532,44.0
33,1537,89.0
33,1876,61.0
33,1975,74.0
34,48,91.0
34,66,59.0
34,131,71.0
34,465,99.0
34,486,72.0
34,542,60.0
34,561,63.0
34,647,17.0
34,658,32.0
34,665,80.0
34,785,27.0
34,836,50.0
34,910,20.0
34,1262,11.0
34,1323,86.0
34,1364,71.0
34,1398,51.0
34,1419,73.0
34,1569,50.0
34,1813,34.0
34,1845,41.0
34,1942,10.0
34,1957,31.0
35,190,60.0
35,257,54.0
35,266,20.0
35,312,54.0
35,314,95.0
35,417,90.0
35,445,42.0
35,469,33.0
35,493,82.0
35,506,40.0
35,595,46.0
35,743,11.0
35,1007,47.0
35,1012,95.0
35,1282,19.0
35,1283,93.0
35,1312,62.0
35,1324,69.0
35,1388,64.0
35,1614,10.0
35,1795,33.0
36,28,26.0
36,51,30.0
36,157,10.0
36,305,35.0
36,381,29.0
36,687,54.0
36,758,43.0
36,855,62.0
36,878,76.0
36,916,63.0
36,959,22.0
36,1044,92.0
36,1119,51.0
36,1148,40.0
36,1199,21.0
36,1340,91.0
36,1608,97.0
36,1657,39.0
36,1680,93.0
36,1689,33.0
36,1783,34.0
36,1838,64.0
36,1856,86.0
36,1905,51.0
36,1906,12.0
37,41,17.0
37,191,15.0
37,263,15.0
37,549,32.0
37,690,62.0
37,795,74.0
37,828,59.0
37,837,65.0
37,1000,40.0
37,1062,18.0
37,1086,88.0
37,1184,53.0
37,1193,75.0
37,1199,63.0
37,1229,84.0
37,1538,11.0
37,1605,86.0
37,1660,72.0
37,1787,49.0
37,1840,52.0
38,197,34.0
38,346,95.0
38,402,20.0
38,404,23.0
38,414,83.0
38,443,30.0
38,519,83.0
38,587,91.0
38,602,17.0
38,698,19.0
38,793,52.0
38,870,38.0
38,893,63.0
38,986,51.0
38,1178,39.0
38,1243,72.0
38,1284,100.0
38,1394,52.0
38,1404,58.0
38,1443,34.0
38,1686,24.0
38,1825,97.0
38,1855,26.0
38,1879,99.0
39,177,25.0
39,279,90.0
39,409,77.0
39,410,35.0
39,423,77.0
39,555,42.0
39,610,47.0
39,616,66.0
39,694,86.0
39,703,23.0
39,762,34.0
39,880,57.0
39,1059,47.0
39,1129,74.0
39,1273,51.0
39,1494,26.0
39,1660,78.0
39,1790,88.0
39,1849,57.0
39,1861,71.0
39,1876,12.0
40,48,84.0
40,340,84.0
40,431,41.0
40,653,77.0
40,741,82.0
40,848,49.0
40,895,47.0
40,1018,18.0
40,1049,46.0
40,1070,39.0
40,1115,22.0
40,1124,88.0
40,1175,92.0
40,1358,95.0
40,1376,13.0
40,1449,17.0
40,1795,86.0
40,1806,55.0
40,1855,11.0
41,37,80.0
41,116,56.0
41,176,58.0
41,239,16.0
41,292,17.0
41,384,64.0
41,548,81.0
41,904,80.0
41,1035,70.0
41,1121,22.0
41,1131,54.0
41,1170,10.0
41,1309,55.0
41,1328,62.0
41,1539,10.0
41,1619,80.0
41,1764,39.0
41,1780,74.0
41,1830,30.0
41,1923,26.0
42,64,32.0
42,185,44.0
42,549,28.0
42,799,29.0
42,1088,18.0
42,1138,54.0
42,1142,69.0
42,1150,82.0
42,1171,47.0
42,1230,74.0
42,1328,25.0
42,1501,59.0
42,1661,94.0
42,1680,43.0
42,1801,95.0
42,1835,12.0
42,1865,54.0
42,1925,31.0
43,96,90.0
43,324,40.0
43,369,24.0
43,533,70.0
43,662,73.0
43,750,87.0
43,851,27.0
43,878,20.0
43,914,76.0
43,991,90.0
43,1113,66.0
43,1161,50.0
43,1232,24.0
43,1272,94.0
43,1483,10.0
43,1529,18.0
43,1632,78.0
43,1700,42.0
43,1895,11.0
43,1907,85.0
43,1932,45.0
43,1965,23.0
44,71,20.0
44,152,68.0
44,169,45.0
44,184,18.0
44,228,91.0
44,271,76.0
44,321,97.0
44,479,94.0
44,491,49.0
44,565,90.0
44,595,19.0
44,615,42.0
44,675,60.0
44,745,67.0
44,750,17.0
44,778,45.0
44,816,27.0
44,825,26.0
44,855,49.0
44,957,69.0
44,1039,11.0
44,1078,72.0
44,1236,44.0
44,1290,53.0
44,1446,25.0
44,1773,77.0
45,0,23.0
45,405,14.0
45,428,60.0
45,533,27.0
45,591,35.0
45,697,42.0
45,737,35.0
45,853,83.0
45,939,61.0
45,981,76.0
45,1027,67.0
45,1160,85.0
45,1286,86.0
45,1419,57.0
45,1565,62.0
45,1603,29.0
45,1635,46.0
45,1678,77.0
45,1725,50.0
45,1838,45.0
46,1,45.0
46,70,18.0
46,141,58.0
46,156,63.0
46,253,55.0
46,273,75.0
46,406,84.0
46,566,34.0
46,618,15.0
46,659,56.0
46,753,57.0
46,841,50.0
46,980,86.0
46,984,99.0
46,1026,70.0
46,1030,57.0
46,1581,83.0
46,1653,85.0
46,1701,72.0
46,1841,54.0
46,1957,63.0
47,49,14.0
47,199,79.0
47,217,70.0
47,242,99.0
47,362,22.0
47,369,57.0
47,435,84.0
47,517,38.0
47,519,14.0
47,667,63.0
47,839,78.0
47,1229,75.0
47,1335,74.0
47,1443,66.0
47,1475,45.0
47,1535,59.0
47,1624,18.0
47,1628,56.0
47,1662,93.0
47,1816,89.0
47,1936,12.0
47,1949,28.0
48,104,72.0
48,367,85.0
48,511,90.0
48,795,84.0
48,828,60.0
48,1113,53.0
48,1370,84.0
48,1709,46.0
48,1861,89.0
48,1923,25.0
48,1983,15.0
49,28,14.0
49,36,43.0
49,107,29.0
49,159,43.0
49,161,35.0
49,191,43.0
49,414,42.0
49,482,12.0
49,501,95.0
49,604,23.0
49,781,84.0
49,850,98.0
49,853,87.0
49,914,19.0
49,1077,87.0
49,1095,79.0
49,1111,23.0
49,1188,82.0
49,1298,34.0
49,1301,11.0
49,1315,23.0
49,1446,38.0
49,1468,91.0
49,1516,15.0
49,1551,63.0
49,1662,20.0
49,1771,48.0
49,1782,11.0
49,1807,22.0
49,1883,83.0
49,1927,80.0
49,1944,10.0
50,123,50.0
50,275,24.0
50,302,32.0
50,364,56.0
50,385,57.0
50,401,46.0
50,477,28.0
50,482,83.0
50,511,19.0
50,595,15.0
50,820,86.0
50,900,30.0
50,965,23.0
50,998,91.0
50,1126,19.0
50,1243,98.0
50,1325,67.0
50,1393,35.0
50,1439,41.0
50,1741,43.0
50,1799,11.0
50,1922,46.0
50,1940,68.0
51,6,21.0
51,250,75.0
51,591,51.0
51,691,93.0
51,862,89.0
51,937,55.0
51,943,26.0
51,959,61.0
51,1039,86.0
51,1342,78.0
51,1423,26.0
51,1456,11.0
51,1489,16.0
51,1661,82.0
52,69,13.0
52,102,83.0
52,129,65.0
52,171,54.0
52,408,58.0
52,434,66.0
52,476,12.0
52,658,91.0
52,1012,71.0
52,1036,73.0
52,1048,68.0
52,1058,80.0
52,1077,91.0
52,1153,97.0
52,1233,53.0
52,1428,28.0
52,1482,88.0
52,1657,53.0
52,1735,25.0
52,1765,17.0
52,1898,52.0
52,1986,94.0
53,69,10.0
53,188,72.0
53,211,61.0
53,580,64.0
53,700,14.0
53,725,75.0
53,751,94.0
53,775,69.0
53,856,28.0
53,897,86.0
53,1072,45.0
53,1168,60.0
53,1194,96.0
53,1202,85.0
53,1210,100.0
53,1282,91.0
53,1409,79.0
53,1410,24.0
53,1472,64.0
53,1474,14.0
53,1736,86.0
53,1851,70.0
53,1942,94.0
54,218,84.0
54,229,81.0
54,310,88.0
54,346,48.0
54,683,72.0
54,719,41.0
54,735,44.0
54,757,45.0
54,954,54.0
54,985,66.0
54,1065,77.0
54,1235,19.0
54,1238,51.0
54,1364,19.0
54,1422,49.0
54,1467,22.0
54,1486,85.0
54,1604,12.0
54,1626,43.0
54,1768,16.0
54,1802,92.0
54,1882,55.0
54,1920,25.0
54,1957,42.0
55,152,67.0
55,167,21.0
55,222,35.0
55,670,17.0
55,928,28.0
55,1062,51.0
55,1106,84.0
55,1233,11.0
55,1375,58.0
55,1536,80.0
55,1558,10.0
55,1637,48.0
56,10,29.0
56,75,86.0
56,104,52.0
56,318,54.0
56,434,59.0
56,445,45.0
56,484,72.0
56,754,27.0
56,968,73.0
56,1010,72.0
56,1205,39.0
56,1317,54.0
56,1509,67.0
56,1732,76.0
56,1839,21.0
56,1958,96.0
57,249,72.0
57,321,39.0
57,361,70.0
57,402,38.0
57,404,20.0
57,435,23.0
57,441,87.0
57,552,28.0
57,568,17.0
57,669,28.0
57,671,64.0
57,892,15.0
57,993,85.0
57,1108,46.0
57,1129,25.0
57,1149,61.0
57,1235,12.0
57,1433,13.0
57,1446,84.0
57,1600,36.0
57,1689,60.0
57,1724,89.0
57,1803,86.0
57,1836,88.0
57,1892,93.0
57,1901,23.0
58,167,89.0
58,169,80.0
58,174,15.0
58,194,97.0
58,305,50.0
58,337,50.0
58,374,88.0
58,398,55.0
58,547,95.0
58,714,87.0
58,715,96.0
58,719,80.0
58,723,47.0
58,826,87.0
58,829,80.0
58,917,69.0
58,995,47.0
58,1116,97.0
58,1129,20.0
58,1286,23.0
58,1361,31.0
58,1392,31.0
58,1435,27.0
58,1870,28.0
59,431,93.0
59,546,48.0
59,597,92.0
59,694,18.0
59,1139,77.0
59,1166,66.0
59,1231,56.0
59,1490,74.0
59,1707,81.0
60,18,48.0
60,215,16.0
60,277,35.0
60,331,46.0
60,367,96.0
60,537,43.0
60,539,58.0
60,635,55.0
60,637,34.0
60,673,29.0
60,892,19.0
60,963,90.0
60,982,77.0
60,1009,17.0
60,1019,71.0
60,1080,27.0
60,1157,32.0
60,1304,49.0
60,1436,86.0
60,1493,76.0
60,1510,28.0
60,1518,98.0
60,1580,17.0
60,1697,39.0
60,1756,34.0
60,1807,29.0
60,1815,93.0
60,1923,95.0
61,57,53.0
61,92,66.0
61,281,87.0
61,314,91.0
61,387,91.0
61,438,63.0
61,567,20.0
61,594,74.0
61,636,27.0
61,703,31.0
61,776,21.0
61,976,64.0
61,1179,92.0
61,1472,90.0
61,1591,60.0
61,1720,39.0
61,1931,18.0
61,1978,71.0
62,13,47.0
62,108,83.0
62,275,66.0
62,356,67.0
62,402,63.0
62,415,13.0
62,486,65.0
62,546,86.0
62,669,62.0
62,680,31.0
62,725,87.0
62,728,93.0
62,884,43.0
62,995,25.0
62,1006,25.0
62,1079,45.0
62,1310,73.0
62,1361,52.0
62,1391,65.0
62,1429,43.0
62,1492,81.0
62,1535,52.0
62,1755,60.0
62,1915,51.0
62,1955,95.0
63,40,66.0
63,134,57.0
63,258,30.0
63,287,29.0
63,367,54.0
63,380,31.0
63,406,70.0
63,513,41.0
63,614,10.0
63,929,16.0
63,1158,34.0
63,1275,78.0
63,1510,30.0
63,1577,78.0
63,1595,47.0
63,1712,58.0
63,1749,79.0
63,1805,50.0
63,1968,13.0
64,18,13.0
64,33,47.0
64,217,15.0
64,245,87.0
64,257,86.0
64,489,29.0
64,504,84.0
64,756,61.0
64,1057,52.0
64,1068,80.0
64,1133,48.0
64,1162,99.0
64,1186,29.0
64,1315,77.0
64,1384,35.0
64,1583,38.0
64,1971,63.0
65,109,80.0
65,201,38.0
65,260,52.0
65,275,30.0
65,282,92.0
65,434,89.0
65,556,54.0
65,611,38.0
65,739,35.0
65,880,83.0
65,913,43.0
65,1403,20.0
65,1489,32.0
65,1496,47.0
65,1503,30.0
65,1727,82.0
65,1755,65.0
65,1777,18.0
65,1828,69.0
65,1830,61.0
65,1980,68.0
66,70,21.0
66,169,66.0
66,250,35.0
66,473,62.0
66,537,62.0
66,596,54.0
66,627,50.0
66,744,100.0
66,813,37.0
66,836,71.0
66,851,98.0
66,1125,61.0
66,1282,69.0
66,1364,42.0
66,1472,50.0
66,1474,54.0
66,1625,62.0
66,1653,98.0
66,1737,88.0
66,1814,85.0
66,1933,28.0
66,1989,75.0
67,56,96.0
67,531,15.0
67,557,66.0
67,630,56.0
67,957,60.0
67,1066,13.0
67,1186,50.0
67,1456,40.0
67,1556,16.0
67,1577,32.0
67,1967,11.0
67,1993,82.0
68,33,37.0
68,195,87.0
68,231,79.0
68,285,86.0
68,343,93.0
68,385,38.0
68,480,72.0
68,595,81.0
68,887,66.0
68,990,95.0
68,1141,67.0
68,1234,17.0
68,1339,53.0
68,1398,29.0
68,1432,22.0
68,1440,74.0
68,1589,50.0
68,1631,85.0
68,1771,52.0
68,1788,86.0
68,1925,52.0
69,178,12.0
69,195,73.0
69,222,27.0
69,225,47.0
69,274,12.0
69,690,65.0
69,747,74.0
69,822,82.0
69,901,68.0
69,961,71.0
69,1128,68.0
69,1188,82.0
69,1337,63.0
69,1538,43.0
69,1634,93.0
69,1703,62.0
69,1775,94.0
69,1795,79.0
69,1955,52.0
69,1992,91.0
70,4,48.0
70,198,18.0
70,200,45.0
70,257,58.0
70,364,13.0
70,375,36.0
70,412,68.0
70,428,56.0
70,482,40.0
70,526,37.0
70,558,63.0
70,573,61.0
70,613,25.0
70,642,39.0
70,656,13.0
70,662,67.0
70,672,22.0
70,863,64.0
70,893,26.0
70,952,25.0
70,977,96.0
70,1046,48.0
70,1076,64.0
70,1094,36.0
70,1137,36.0
70,1155,44.0
70,1291,97.0
70,1308,62.0
70,1331,71.0
70,1400,14.0
70,1654,53.0
70,1666,53.0
70,1710,53.0
70,1730,99.0
70,1744,19.0
70,1890,16.0
70,1938,27.0
70,1996,75.0
71,88,28.0
71,659,86.0
71,841,28.0
71,911,83.0
71,979,61.0
71,1012,34.0
71,1041,39.0
71,1183,58.0
71,1386,92.0
71,1468,46.0
71,1915,69.0
71,1981,30.0
72,59,34.0
72,143,86.0
72,155,35.0
72,193,94.0
72,232,88.0
72,302,80.0
72,328,12.0
72,402,99.0
72,510,75.0
72,528,31.0
72,544,20.0
72,653,37.0
72,680,26.0
72,844,41.0
72,896,47.0
72,936,10.0
72,939,19.0
72,952,48.0
72,973,38.0
72,986,51.0
72,1047,21.0
72,1119,16.0
72,1137,20.0
72,1220,35.0
72,1231,82.0
72,1282,12.0
72,1283,52.0
72,1314,99.0
72,1425,19.0
72,1536,83.0
72,1572,47.0
72,1932,88.0
73,56,79.0
73,146,94.0
73,156,63.0
73,400,13.0
73,403,12.0
73,432,25.0
73,466,45.0
73,574,83.0
73,747,45.0
73,822,58.0
73,825,71.0
73,903,50.0
73,978,76.0
73,1033,42.0
73,1131,91.0
73,1588,60.0
73,1598,60.0
73,1850,11.0
74,19,44.0
74,528,11.0
74,534,73.0
74,672,61.0
74,948,22.0
74,1080,56.0
74,1255,46.0
74,1298,85.0
74,1523,97.0
74,1526,90.0
74,1666,95.0
74,1701,14.0
74,1719,21.0
74,1791,27.0
74,1794,90.0
74,1901,63.0
74,1942,45.0
74,1972,15.0
75,69,29.0
75,89,99.0
75,111,55.0
75,134,87.0
75,499,12.0
75,579,64.0
75,848,64.0
75,1087,99.0
75,1187,45.0
75,1362,64.0
75,1483,21.0
75,1540,26.0
75,1630,48.0
75,1672,50.0
75,1741,13.0
76,234,28.0
76,348,28.0
76,398,99.0
76,490,45.0
76,667,49.0
76,1005,15.0
76,1271,50.0
76,1401,91.0
76,1425,69.0
76,1498,84.0
76,1522,49.0
76,1677,14.0
76,1691,84.0
76,1755,95.0
76,1801,77.0
76,1814,18.0
77,59,18.0
77,139,26.0
77,212,60.0
77,394,49.0
77,547,64.0
77,577,22.0
77,798,87.0
77,1089,48.0
77,1159,12.0
77,1209,76.0
77,1215,68.0
77,1311,33.0
77,1462,62.0
77,1501,10.0
77,1622,48.0
77,1682,45.0
77,1713,42.0
77,1759,26.0
77,1765,75.0
77,1805,87.0
77,1852,69.0
77,1906,57.0
78,351,58.0
78,383,23.0
78,406,57.0
78,445,28.0
78,571,71.0
78,684,83.0
78,687,47.0
78,1059,71.0
78,1113,14.0
78,1186,16.0
78,1192,17.0
78,1194,17.0
78,1214,66.0
78,1276,37.0
78,1344,58.0
78,1472,77.0
78,1484,70.0
78,1524,74.0
78,1603,91.0
78,1681,71.0
78,1764,85.0
78,1773,59.0
78,1828,54.0
78,1840,92.0
78,1961,68.0
79,197,87.0
79,327,20.0
79,346,76.0
79,571,35.0
79,632,81.0
79,758,49.0
79,883,47.0
79,996,14.0
79,1173,98.0
79,1370,52.0
79,1414,29.0
79,1449,55.0
79,1509,20.0
79,1569,52.0
79,1580,40.0
79,1597,56.0
79,1620,92.0
79,1773,12.0
79,1956,82.0
80,7,26.0
80,51,55.0
80,64,66.0
80,86,17.0
80,166,71.0
80,186,83.0
80,360,90.0
80,562,27.0
80,571,42.0
80,591,30.0
80,610,31.0
80,739,97.0
80,771,76.0
80,991,12.0
80,1020,37.0
80,1392,88.0
80,1630,30.0
80,1659,82.0
80,1660,38.0
80,1907,20.0
81,7,19.0
81,194,46.0
81,338,32.0
81,439,90.0
81,469,55.0
81,471,67.0
81,560,83.0
81,614,86.0
81,875,83.0
81,988,89.0
81,1023,87.0
81,1092,47.0
81,1147,75.0
81,1182,59.0
81,1183,87.0
81,1364,83.0
81,1429,92.0
81,1496,41.0
81,1506,14.0
81,1886,20.0
81,1978,88.0
82,66,63.0
82,85,26.0
82,154,74.0
82,296,63.0
82,329,36.0
82,1128,11.0
82,1196,93.0
82,1262,99.0
82,1553,12.0
82,1650,18.0
82,1739,24.0
82,1847,82.0
83,29,16.0
83,81,99.0
83,112,61.0
83,253,18.0
83,267,47.0
83,417,23.0
83,441,52.0
