# SystemVerilog DUT outputs
# Format: row,col,value
0,387,1613.000000
0,390,701.000000
0,391,5148.000000
0,392,3737.000000
0,393,2761.000000
0,394,4740.000000
0,396,7119.000000
0,399,718.000000
0,400,8325.000000
0,401,4472.000000
0,402,6309.000000
0,404,2869.000000
0,405,609.000000
0,406,1418.000000
0,408,2028.000000
0,409,269.000000
0,412,4026.000000
0,415,1965.000000
0,417,2825.000000
0,418,2580.000000
0,420,3853.000000
0,423,407.000000
0,424,845.000000
0,427,4351.000000
0,428,5835.000000
0,430,10091.000000
0,431,656.000000
0,432,9224.000000
0,433,751.000000
0,437,1558.000000
0,440,121.000000
0,443,3972.000000
0,444,4727.000000
0,445,7579.000000
0,447,8590.000000
0,449,918.000000
0,451,4043.000000
0,455,2283.000000
0,456,242.000000
0,457,2653.000000
0,458,3480.000000
0,459,1126.000000
0,460,3456.000000
0,462,1635.000000
0,463,790.000000
0,465,3071.000000
0,466,5768.000000
0,468,2139.000000
0,469,2971.000000
0,471,4723.000000
0,472,852.000000
0,473,1191.000000
0,477,1205.000000
0,478,669.000000
0,479,2645.000000
0,482,5281.000000
0,484,3824.000000
0,485,1903.000000
0,486,327.000000
0,487,2450.000000
0,492,3140.000000
0,493,6626.000000
0,494,3833.000000
0,497,806.000000
0,498,5840.000000
1,0,892.000000
1,1,65529.000000
1,2,2391.000000
1,4,907.000000
1,5,10788.000000
1,7,2496.000000
1,8,1002.000000
1,10,5761.000000
1,16,5804.000000
1,18,2297.000000
1,20,6991.000000
1,21,9269.000000
1,22,3966.000000
1,25,1957.000000
1,26,4095.000000
1,27,7484.000000
1,30,2944.000000
1,31,2488.000000
1,33,1867.000000
1,37,580.000000
1,39,6995.000000
1,41,825.000000
1,42,1915.000000
1,43,11410.000000
1,44,6458.000000
1,45,4310.000000
1,46,1682.000000
1,47,316.000000
1,48,2672.000000
1,49,6096.000000
1,53,6743.000000
1,54,2543.000000
1,55,342.000000
1,56,2584.000000
1,57,1472.000000
1,60,1698.000000
1,62,769.000000
1,63,608.000000
1,64,2750.000000
1,65,1585.000000
1,66,1602.000000
1,67,1875.000000
1,69,6790.000000
1,71,2462.000000
1,72,2351.000000
1,74,5910.000000
1,75,2951.000000
1,76,8140.000000
1,77,816.000000
1,78,590.000000
1,79,3755.000000
1,81,3373.000000
1,84,1693.000000
1,85,4873.000000
1,86,876.000000
1,88,4915.000000
1,90,2146.000000
1,91,3313.000000
1,92,2523.000000
1,93,5053.000000
1,95,3479.000000
1,97,2468.000000
1,99,4280.000000
1,100,7060.000000
1,101,8937.000000
1,102,2186.000000
1,104,2379.000000
1,105,1873.000000
1,109,1319.000000
1,110,1997.000000
1,111,1830.000000
1,112,1193.000000
1,113,2192.000000
1,114,4853.000000
1,115,1912.000000
1,119,8164.000000
1,120,385.000000
1,121,2192.000000
1,122,3051.000000
1,123,1569.000000
1,124,7560.000000
1,125,6038.000000
1,126,3966.000000
1,127,6610.000000
1,131,5340.000000
1,134,3023.000000
1,135,4970.000000
1,136,1767.000000
1,138,2269.000000
1,140,2975.000000
1,144,2463.000000
1,145,2630.000000
1,146,8312.000000
1,147,9032.000000
1,150,2704.000000
1,151,7622.000000
1,152,4033.000000
1,154,6589.000000
1,155,5881.000000
1,159,5150.000000
1,160,3978.000000
1,162,4522.000000
1,163,1772.000000
1,165,734.000000
1,166,2276.000000
1,170,1051.000000
1,171,5456.000000
1,173,9030.000000
1,175,3764.000000
1,176,3408.000000
1,177,6406.000000
1,180,4324.000000
1,181,4045.000000
1,182,1218.000000
1,183,2649.000000
1,184,6337.000000
1,185,4133.000000
1,189,663.000000
1,190,2019.000000
1,192,2911.000000
1,195,5598.000000
1,197,1115.000000
1,198,2690.000000
1,199,2141.000000
1,201,1682.000000
1,202,5301.000000
1,203,3346.000000
1,204,797.000000
1,206,4709.000000
1,208,774.000000
1,209,467.000000
1,210,12372.000000
1,214,4422.000000
1,215,6869.000000
1,216,3427.000000
1,220,6846.000000
1,221,1166.000000
1,224,4196.000000
1,225,9810.000000
1,227,3936.000000
1,228,3348.000000
1,229,10761.000000
1,230,2975.000000
1,231,6025.000000
1,232,5849.000000
1,233,1699.000000
1,235,5393.000000
1,236,4150.000000
1,237,716.000000
1,238,1311.000000
1,239,2477.000000
1,240,1068.000000
1,243,1242.000000
1,244,6493.000000
1,245,6013.000000
1,246,11975.000000
1,248,8446.000000
1,249,7827.000000
1,250,3622.000000
1,252,2074.000000
1,253,10334.000000
1,254,5332.000000
1,255,2880.000000
1,256,7874.000000
1,257,4985.000000
1,258,6372.000000
1,259,10851.000000
1,262,5818.000000
1,263,1582.000000
1,265,2688.000000
1,268,1698.000000
1,276,1705.000000
1,277,7233.000000
1,278,6795.000000
1,279,948.000000
1,281,1922.000000
1,282,488.000000
1,285,13431.000000
1,286,2294.000000
1,287,2239.000000
1,289,2410.000000
1,290,8618.000000
1,291,672.000000
1,293,1683.000000
1,294,4236.000000
1,295,4705.000000
1,297,1694.000000
1,299,1294.000000
1,304,1311.000000
1,306,6430.000000
1,307,9498.000000
1,308,1727.000000
1,311,5537.000000
1,312,2739.000000
1,313,2659.000000
1,314,1076.000000
1,316,6003.000000
1,318,3633.000000
1,319,2495.000000
1,320,6764.000000
1,322,8311.000000
1,323,6740.000000
1,325,965.000000
1,327,6291.000000
1,328,742.000000
1,329,5371.000000
1,330,926.000000
1,331,1882.000000
1,332,1203.000000
1,334,417.000000
1,335,5862.000000
1,337,4434.000000
1,338,2228.000000
1,339,1887.000000
1,340,3119.000000
1,342,2927.000000
1,344,8200.000000
1,345,1088.000000
1,346,608.000000
1,349,3987.000000
1,352,613.000000
1,353,856.000000
1,354,3293.000000
1,357,3646.000000
1,360,5817.000000
1,362,1967.000000
1,363,6855.000000
1,366,5719.000000
1,367,1776.000000
1,370,8153.000000
1,371,922.000000
1,373,3544.000000
1,374,2022.000000
1,378,515.000000
1,380,746.000000
1,386,2032.000000
1,387,2363.000000
1,391,183.000000
1,392,3857.000000
1,394,1846.000000
1,396,3335.000000
1,398,5331.000000
1,399,7971.000000
1,400,3233.000000
1,401,2367.000000
1,402,5367.000000
1,403,6449.000000
1,405,4047.000000
1,406,2300.000000
1,408,2804.000000
1,409,857.000000
1,411,815.000000
1,413,1539.000000
1,417,1122.000000
1,421,203.000000
1,422,1846.000000
1,423,1297.000000
1,428,3675.000000
1,429,2702.000000
1,430,5319.000000
1,431,4320.000000
1,434,2901.000000
1,435,6515.000000
1,436,4046.000000
1,437,6219.000000
1,440,718.000000
1,441,3218.000000
1,444,8426.000000
1,445,3132.000000
1,446,2444.000000
1,447,6478.000000
1,448,3863.000000
1,450,854.000000
1,451,1112.000000
1,453,1288.000000
1,454,3641.000000
1,455,1081.000000
1,457,2545.000000
1,458,2292.000000
1,460,19888.000000
1,461,1207.000000
1,463,1524.000000
1,465,4117.000000
1,466,577.000000
1,468,4578.000000
1,469,5473.000000
1,470,527.000000
1,472,8459.000000
1,473,13372.000000
1,474,1114.000000
1,475,2137.000000
1,477,1689.000000
1,478,1228.000000
1,480,509.000000
1,481,3566.000000
1,483,3642.000000
1,484,1603.000000
1,486,4418.000000
1,489,8240.000000
1,493,4100.000000
1,494,2832.000000
1,495,1698.000000
1,497,6648.000000
1,499,1836.000000
2,0,4118.000000
2,1,2391.000000
2,2,65522.000000
2,3,686.000000
2,4,2706.000000
2,5,9374.000000
2,6,5638.000000
2,7,1608.000000
2,9,4787.000000
2,10,2572.000000
2,11,2649.000000
2,13,11329.000000
2,18,847.000000
2,19,2190.000000
2,20,3039.000000
2,21,7555.000000
2,24,1719.000000
2,25,5148.000000
2,26,1542.000000
2,27,2721.000000
2,29,6048.000000
2,30,1418.000000
2,32,1850.000000
2,33,2391.000000
2,36,4188.000000
2,37,3439.000000
2,38,4855.000000
2,39,7340.000000
2,40,4869.000000
2,41,4812.000000
2,42,3267.000000
2,43,9708.000000
2,44,6862.000000
2,46,1576.000000
2,47,5032.000000
2,48,3557.000000
2,49,6198.000000
2,51,1112.000000
2,53,1818.000000
2,54,1910.000000
2,55,8086.000000
2,56,5900.000000
2,57,5351.000000
2,58,3339.000000
2,61,2451.000000
2,62,1505.000000
2,63,4597.000000
2,64,3010.000000
2,66,487.000000
2,68,496.000000
2,69,1996.000000
2,70,9403.000000
2,72,1818.000000
2,73,4586.000000
2,74,1448.000000
2,76,9175.000000
2,78,3468.000000
2,79,611.000000
2,80,3484.000000
2,81,2869.000000
2,82,6042.000000
2,83,1801.000000
2,85,3148.000000
2,86,1604.000000
2,87,8713.000000
2,88,6805.000000
2,89,2002.000000
2,90,1160.000000
2,92,753.000000
2,93,7395.000000
2,94,6319.000000
2,97,5341.000000
2,98,3034.000000
2,99,2389.000000
2,100,953.000000
2,101,5201.000000
2,102,4647.000000
2,104,3782.000000
2,105,3962.000000
2,106,3788.000000
2,107,8078.000000
2,108,1937.000000
2,109,2239.000000
2,110,3316.000000
2,111,719.000000
2,112,477.000000
2,113,139.000000
2,114,4250.000000
2,115,5864.000000
2,117,5341.000000
2,118,2476.000000
2,119,4633.000000
2,120,4447.000000
2,121,3014.000000
2,125,591.000000
2,126,4801.000000
2,127,2460.000000
2,129,1032.000000
2,130,9998.000000
2,131,9420.000000
2,132,6114.000000
2,133,2336.000000
2,134,1801.000000
2,135,2075.000000
2,136,891.000000
2,137,2035.000000
2,141,4566.000000
2,142,8921.000000
2,143,5617.000000
2,144,2060.000000
2,145,6900.000000
2,146,8468.000000
2,148,116.000000
2,149,10013.000000
2,151,7733.000000
2,152,5079.000000
2,153,9196.000000
2,154,5402.000000
2,156,4814.000000
2,158,5193.000000
2,159,3871.000000
2,160,4014.000000
2,161,1952.000000
2,164,10117.000000
2,166,4295.000000
2,167,5142.000000
2,168,3018.000000
2,169,3000.000000
2,171,11739.000000
2,172,2794.000000
2,175,4004.000000
2,176,750.000000
2,177,1576.000000
2,178,122.000000
2,179,2909.000000
2,180,3937.000000
2,182,3592.000000
2,183,1024.000000
2,184,5663.000000
2,185,2806.000000
2,186,11389.000000
2,188,6711.000000
2,190,13988.000000
2,191,1609.000000
2,192,7957.000000
2,196,5086.000000
2,197,5542.000000
2,198,7527.000000
2,199,5327.000000
2,200,4868.000000
2,201,6417.000000
2,202,6564.000000
2,203,1205.000000
2,204,742.000000
2,205,4343.000000
2,206,4977.000000
2,207,4017.000000
2,208,7427.000000
2,209,3769.000000
2,210,6931.000000
2,211,5529.000000
2,212,4351.000000
2,218,2881.000000
2,219,1433.000000
2,220,1568.000000
2,221,6751.000000
2,222,3274.000000
2,223,2643.000000
2,225,15876.000000
2,226,7481.000000
2,227,7894.000000
2,228,167.000000
2,229,4567.000000
2,230,842.000000
2,231,778.000000
2,232,1373.000000
2,233,3800.000000
2,234,4710.000000
2,235,3188.000000
2,236,601.000000
2,237,6823.000000
2,238,5986.000000
2,239,681.000000
2,241,2017.000000
2,243,969.000000
2,244,1564.000000
2,245,5139.000000
2,246,943.000000
2,247,2265.000000
2,248,583.000000
2,249,5528.000000
2,250,1232.000000
2,251,13028.000000
2,252,2435.000000
2,253,6300.000000
2,254,3532.000000
2,255,519.000000
2,256,7054.000000
2,257,5170.000000
2,258,4051.000000
2,260,4219.000000
2,261,6996.000000
2,262,6373.000000
2,263,2591.000000
2,265,666.000000
2,266,3472.000000
2,267,3102.000000
2,268,8193.000000
2,269,6368.000000
2,271,1856.000000
2,272,4402.000000
2,273,15167.000000
2,274,4499.000000
2,276,2711.000000
2,277,901.000000
2,278,1196.000000
2,279,2667.000000
2,280,2507.000000
2,281,2330.000000
2,282,1251.000000
2,283,3241.000000
2,284,2643.000000
2,285,7699.000000
2,286,2639.000000
2,287,2745.000000
2,288,3516.000000
2,289,578.000000
2,290,1050.000000
2,291,2896.000000
2,292,4557.000000
2,293,399.000000
2,295,7391.000000
2,296,2300.000000
2,298,4148.000000
2,299,4406.000000
2,301,3942.000000
2,302,895.000000
2,303,6781.000000
2,304,11130.000000
2,305,3479.000000
2,306,3449.000000
2,307,6060.000000
2,308,2257.000000
2,309,2891.000000
2,310,7401.000000
2,311,4896.000000
2,312,1088.000000
2,314,2937.000000
2,317,2549.000000
2,318,5919.000000
2,320,5807.000000
2,321,2962.000000
2,322,1565.000000
2,323,1733.000000
2,324,2548.000000
2,326,9382.000000
2,327,2097.000000
2,328,666.000000
2,329,3492.000000
2,330,5967.000000
2,332,2823.000000
2,333,3747.000000
2,334,5931.000000
2,335,6169.000000
2,336,2421.000000
2,337,3565.000000
2,338,3227.000000
2,339,1169.000000
2,340,4744.000000
2,341,1941.000000
2,342,3933.000000
2,343,2344.000000
2,344,1913.000000
2,345,4922.000000
2,346,2505.000000
2,347,3588.000000
2,348,2983.000000
2,349,9815.000000
2,350,2438.000000
2,351,534.000000
2,352,1340.000000
2,353,3921.000000
2,355,2264.000000
2,356,3211.000000
2,357,5692.000000
2,358,106.000000
2,359,529.000000
2,360,3731.000000
2,361,849.000000
2,362,893.000000
2,363,368.000000
2,365,7279.000000
2,367,306.000000
2,368,3166.000000
2,369,3964.000000
2,371,1758.000000
2,372,7468.000000
2,373,1818.000000
2,374,1676.000000
2,375,3680.000000
2,376,3648.000000
2,378,349.000000
2,379,4901.000000
2,380,5213.000000
2,381,6828.000000
2,382,5459.000000
2,383,1593.000000
2,384,1225.000000
2,385,3408.000000
2,386,4342.000000
2,387,4644.000000
2,388,3581.000000
2,389,6982.000000
2,390,4447.000000
2,391,1600.000000
2,392,7550.000000
2,393,3368.000000
2,394,5124.000000
2,396,7706.000000
2,397,502.000000
2,398,3047.000000
2,400,1049.000000
2,401,8162.000000
2,402,6499.000000
2,403,3588.000000
2,404,7870.000000
2,405,4509.000000
2,406,948.000000
2,407,3418.000000
2,408,3337.000000
2,409,9404.000000
2,410,4716.000000
2,411,8838.000000
2,412,593.000000
2,413,2562.000000
2,415,5117.000000
2,417,2987.000000
2,418,4042.000000
2,419,2276.000000
2,420,3878.000000
2,422,5190.000000
2,423,2251.000000
2,424,2555.000000
2,425,3451.000000
2,427,1910.000000
2,428,1908.000000
2,429,2040.000000
2,430,4520.000000
2,432,374.000000
2,433,1646.000000
2,434,3146.000000
2,435,1893.000000
2,437,4658.000000
2,438,2894.000000
2,439,270.000000
2,440,4967.000000
2,442,1079.000000
2,446,3307.000000
2,448,12611.000000
2,449,2133.000000
2,450,1700.000000
2,452,7044.000000
2,453,5492.000000
2,455,6857.000000
2,456,2960.000000
2,457,1585.000000
2,458,5684.000000
2,459,3991.000000
2,460,721.000000
2,461,1489.000000
2,462,3269.000000
2,463,2469.000000
2,464,1320.000000
2,465,4074.000000
2,466,6957.000000
2,467,3863.000000
2,468,1608.000000
2,469,5203.000000
2,470,7378.000000
2,471,1894.000000
2,473,7095.000000
2,474,1005.000000
2,475,3285.000000
2,477,2779.000000
2,478,8298.000000
2,479,5952.000000
2,482,887.000000
2,483,136.000000
2,485,1650.000000
2,486,6738.000000
2,487,3219.000000
2,488,1081.000000
2,489,5092.000000
2,490,6602.000000
2,492,7946.000000
2,493,2433.000000
2,494,3712.000000
2,495,6802.000000
2,496,1248.000000
2,497,4309.000000
2,498,5711.000000
2,499,2092.000000
3,2,686.000000
3,3,65524.000000
3,4,2298.000000
3,5,2316.000000
3,6,559.000000
3,7,4262.000000
3,8,3093.000000
3,9,10265.000000
3,11,2404.000000
3,12,3985.000000
3,13,2635.000000
3,15,4310.000000
3,17,369.000000
3,18,1420.000000
3,19,894.000000
3,20,2378.000000
3,22,1795.000000
3,23,3296.000000
3,24,3865.000000
3,25,4886.000000
3,26,3364.000000
3,28,4946.000000
3,29,1484.000000
3,32,4278.000000
3,33,1367.000000
3,34,4148.000000
3,35,1173.000000
3,36,5354.000000
3,40,2896.000000
3,41,5749.000000
3,42,1941.000000
3,43,720.000000
3,44,3236.000000
3,45,2502.000000
3,46,7205.000000
3,47,3288.000000
3,48,758.000000
3,49,11384.000000
3,50,1183.000000
3,51,3180.000000
3,52,8825.000000
3,53,311.000000
3,54,181.000000
3,55,2880.000000
3,56,2630.000000
3,58,1933.000000
3,59,473.000000
3,61,1015.000000
3,62,7280.000000
3,65,3557.000000
3,66,4400.000000
3,67,5612.000000
3,68,861.000000
3,70,3155.000000
3,73,2083.000000
3,74,535.000000
3,76,3756.000000
3,78,3370.000000
3,79,5192.000000
3,80,4993.000000
3,81,5496.000000
3,83,5602.000000
3,84,1340.000000
3,88,4098.000000
3,92,3971.000000
3,93,3893.000000
3,95,1640.000000
3,96,2580.000000
3,97,5161.000000
3,98,3424.000000
3,101,3526.000000
3,102,779.000000
3,104,671.000000
3,105,4217.000000
3,106,1587.000000
3,108,2400.000000
3,109,858.000000
3,110,9808.000000
3,111,688.000000
3,112,6391.000000
3,114,3624.000000
3,115,785.000000
3,116,726.000000
3,117,3291.000000
3,119,763.000000
3,120,968.000000
3,121,2034.000000
3,124,2473.000000
3,126,583.000000
3,127,6682.000000
3,130,5080.000000
3,131,1322.000000
3,132,3543.000000
3,134,1851.000000
3,135,2108.000000
3,136,3801.000000
3,138,2863.000000
3,139,3556.000000
3,140,1140.000000
3,142,7332.000000
3,143,4996.000000
3,144,2619.000000
3,145,1229.000000
3,147,7317.000000
3,148,2026.000000
3,149,3651.000000
3,150,4401.000000
3,151,1218.000000
3,152,7392.000000
3,155,3839.000000
3,157,4110.000000
3,158,783.000000
3,159,1049.000000
3,160,771.000000
3,163,7799.000000
3,164,1182.000000
3,165,12180.000000
3,166,1953.000000
3,167,7231.000000
3,168,3022.000000
3,169,10004.000000
3,170,5969.000000
3,171,5164.000000
3,172,1674.000000
3,173,7430.000000
3,174,2992.000000
3,176,3765.000000
3,177,224.000000
3,178,2058.000000
3,179,427.000000
3,180,1862.000000
3,182,2760.000000
3,183,3119.000000
3,186,494.000000
3,187,5013.000000
3,188,2290.000000
3,189,1123.000000
3,190,358.000000
3,191,4046.000000
3,192,2080.000000
3,193,4359.000000
3,194,1690.000000
3,195,4069.000000
3,196,982.000000
3,197,6082.000000
3,198,2067.000000
3,199,6706.000000
3,200,4162.000000
3,202,5614.000000
3,203,1682.000000
3,204,3602.000000
3,209,1472.000000
3,210,5069.000000
3,211,6211.000000
3,213,12971.000000
3,214,3720.000000
3,216,2171.000000
3,217,6691.000000
3,218,2745.000000
3,219,2243.000000
3,220,3016.000000
3,222,1156.000000
3,223,6554.000000
3,225,1244.000000
3,226,5622.000000
3,229,2916.000000
3,232,3509.000000
3,233,2981.000000
3,235,1900.000000
3,236,1941.000000
3,237,3128.000000
3,239,1470.000000
3,240,7580.000000
3,241,3163.000000
3,242,1377.000000
3,243,2183.000000
3,244,3873.000000
3,245,6990.000000
3,247,953.000000
3,248,4246.000000
3,251,1180.000000
3,254,3926.000000
3,255,218.000000
3,257,778.000000
3,258,5926.000000
3,259,1736.000000
3,261,830.000000
3,262,4398.000000
3,263,1091.000000
3,264,723.000000
3,265,9242.000000
3,267,4734.000000
3,270,1871.000000
3,271,2592.000000
3,275,854.000000
3,277,3607.000000
3,279,4700.000000
3,280,8618.000000
3,281,3624.000000
3,282,831.000000
3,284,10774.000000
3,287,4997.000000
3,290,1414.000000
3,292,5151.000000
3,293,8119.000000
3,294,1951.000000
3,295,1769.000000
3,296,1157.000000
3,297,2115.000000
3,298,1521.000000
3,299,1477.000000
3,301,3346.000000
3,302,2013.000000
3,304,8001.000000
3,305,6028.000000
3,307,4148.000000
3,308,6067.000000
3,310,6069.000000
3,311,5469.000000
3,312,1508.000000
3,314,11265.000000
3,315,3043.000000
3,317,2777.000000
3,319,1228.000000
3,320,4186.000000
3,321,4685.000000
3,322,3314.000000
3,323,2114.000000
3,325,2987.000000
3,326,746.000000
3,327,1071.000000
3,329,661.000000
3,330,7319.000000
3,331,4441.000000
3,332,2525.000000
3,334,425.000000
3,336,4056.000000
3,337,1994.000000
3,338,1443.000000
3,340,1029.000000
3,341,1270.000000
3,342,3307.000000
3,345,7493.000000
3,346,1971.000000
3,347,7513.000000
3,348,1496.000000
3,349,1371.000000
3,350,3414.000000
3,352,4199.000000
3,353,11471.000000
3,354,1328.000000
3,356,3362.000000
3,357,789.000000
3,358,1235.000000
3,359,831.000000
3,360,5168.000000
3,361,4682.000000
3,362,4221.000000
3,363,934.000000
3,365,5410.000000
3,367,887.000000
3,368,6106.000000
3,369,2559.000000
3,370,3128.000000
3,372,1691.000000
3,373,5330.000000
3,374,5169.000000
3,376,5501.000000
3,378,2754.000000
3,379,6972.000000
3,380,7315.000000
3,381,2397.000000
3,382,9032.000000
3,383,2573.000000
3,387,2677.000000
3,390,481.000000
3,391,1999.000000
3,392,9080.000000
3,396,147.000000
3,398,1254.000000
3,399,18325.000000
3,400,1916.000000
3,401,6199.000000
3,403,2728.000000
3,405,319.000000
3,406,3721.000000
3,407,2834.000000
3,408,4270.000000
3,409,5744.000000
3,410,1001.000000
3,411,4685.000000
3,413,4982.000000
3,415,4434.000000
3,416,6958.000000
3,417,2965.000000
3,419,1015.000000
3,420,1173.000000
3,421,719.000000
3,422,2993.000000
3,423,4495.000000
3,424,3183.000000
3,425,256.000000
3,427,2415.000000
3,430,6192.000000
3,431,1956.000000
3,432,3748.000000
3,433,837.000000
3,434,4380.000000
3,436,1339.000000
3,437,585.000000
3,438,3178.000000
3,440,3349.000000
3,441,5397.000000
3,442,1949.000000
3,444,1154.000000
3,445,877.000000
3,446,2986.000000
3,447,4047.000000
3,448,8873.000000
3,449,5489.000000
3,451,3589.000000
3,453,3612.000000
3,454,1192.000000
3,455,2708.000000
3,456,1739.000000
3,458,306.000000
3,461,627.000000
3,462,1160.000000
3,463,1234.000000
3,464,4491.000000
3,465,2668.000000
3,466,249.000000
3,467,1388.000000
3,468,7104.000000
3,469,3891.000000
3,470,10233.000000
3,471,1744.000000
3,472,3491.000000
3,473,1329.000000
3,475,2217.000000
3,477,3685.000000
3,478,3000.000000
3,479,3277.000000
3,481,4860.000000
3,484,7076.000000
3,485,7637.000000
3,486,7448.000000
3,487,5810.000000
3,488,528.000000
3,489,11486.000000
3,491,6309.000000
3,493,14214.000000
3,494,1424.000000
3,495,5844.000000
3,496,1802.000000
3,497,2562.000000
3,498,6745.000000
3,499,8695.000000
4,0,1049.000000
4,1,907.000000
4,2,2706.000000
4,3,2298.000000
4,4,65520.000000
4,6,1542.000000
4,7,1014.000000
4,8,6889.000000
4,9,6234.000000
4,10,3729.000000
4,11,3493.000000
4,12,844.000000
4,13,1453.000000
4,14,504.000000
4,15,2536.000000
4,16,5083.000000
4,17,2310.000000
4,18,4358.000000
4,20,1998.000000
4,21,6309.000000
4,22,1583.000000
4,24,5601.000000
4,26,4167.000000
4,27,5100.000000
4,28,3348.000000
4,29,3197.000000
4,30,2377.000000
4,31,4515.000000
4,32,11811.000000
4,34,5869.000000
4,35,4100.000000
4,37,12184.000000
4,39,1351.000000
4,40,3543.000000
4,41,5011.000000
4,42,1403.000000
4,43,2173.000000
4,44,6203.000000
4,45,780.000000
4,46,3112.000000
4,47,498.000000
4,48,1810.000000
4,49,1649.000000
4,50,2352.000000
4,52,679.000000
4,53,1576.000000
4,54,1439.000000
4,55,1827.000000
4,56,6976.000000
